,record_number,date_time,recorded_speeds
0,3,2022/05/02 08:02,20
1,4,2022/05/02 08:07,16
2,5,2022/05/02 08:09,26
3,6,2022/05/02 08:15,26
4,7,2022/05/02 08:17,21
5,8,2022/05/02 08:19,30
6,9,2022/05/02 08:20,21
7,10,2022/05/02 08:20,20
8,11,2022/05/02 08:23,32
9,12,2022/05/02 08:24,25
10,13,2022/05/02 08:26,26
11,14,2022/05/02 08:29,32
12,15,2022/05/02 08:30,20
13,16,2022/05/02 08:31,15
14,17,2022/05/02 08:31,12
15,18,2022/05/02 08:36,11
16,19,2022/05/02 08:47,21
17,19,2022/05/02 08:47,23
18,20,2022/05/02 08:51,19
19,20,2022/05/02 08:51,26
20,21,2022/05/02 08:59,18
21,22,2022/05/02 09:00,20
22,23,2022/05/02 09:01,18
23,24,2022/05/02 09:01,18
24,25,2022/05/02 09:06,19
25,26,2022/05/02 09:07,20
26,27,2022/05/02 09:09,38
27,28,2022/05/02 09:36,32
28,29,2022/05/02 09:50,25
29,30,2022/05/02 09:51,24
30,31,2022/05/02 09:52,27
31,32,2022/05/02 10:01,26
32,33,2022/05/02 10:11,21
33,34,2022/05/02 10:27,22
34,35,2022/05/02 10:34,26
35,36,2022/05/02 10:35,25
36,37,2022/05/02 10:36,23
37,38,2022/05/02 10:38,29
38,39,2022/05/02 10:44,23
39,40,2022/05/02 10:49,24
40,41,2022/05/02 10:50,25
41,42,2022/05/02 10:55,27
42,43,2022/05/02 11:06,19
43,44,2022/05/02 11:11,29
44,45,2022/05/02 11:22,30
45,46,2022/05/02 11:29,22
46,47,2022/05/02 11:36,22
47,48,2022/05/02 11:40,28
48,49,2022/05/02 11:40,23
49,50,2022/05/02 11:43,22
50,51,2022/05/02 11:46,23
51,52,2022/05/02 11:48,22
52,53,2022/05/02 11:49,28
53,54,2022/05/02 12:02,32
54,55,2022/05/02 12:10,25
55,56,2022/05/02 12:10,23
56,57,2022/05/02 12:16,29
57,58,2022/05/02 12:20,37
58,59,2022/05/02 12:21,25
59,60,2022/05/02 12:32,17
60,61,2022/05/02 12:36,23
61,62,2022/05/02 12:38,13
62,63,2022/05/02 12:46,28
63,64,2022/05/02 12:51,24
64,65,2022/05/02 12:57,28
65,66,2022/05/02 13:04,22
66,67,2022/05/02 13:08,24
67,68,2022/05/02 13:10,29
68,69,2022/05/02 13:16,33
69,70,2022/05/02 13:31,20
70,71,2022/05/02 13:36,32
71,72,2022/05/02 13:41,21
72,73,2022/05/02 13:44,23
73,74,2022/05/02 13:54,21
74,75,2022/05/02 13:58,25
75,76,2022/05/02 13:59,24
76,77,2022/05/02 14:00,24
77,78,2022/05/02 14:00,19
78,79,2022/05/02 14:06,29
79,80,2022/05/02 14:11,26
80,81,2022/05/02 14:21,16
81,82,2022/05/02 14:22,26
82,83,2022/05/02 14:23,26
83,84,2022/05/02 14:24,24
84,85,2022/05/02 14:29,26
85,86,2022/05/02 14:30,23
86,87,2022/05/02 14:32,17
87,88,2022/05/02 14:32,28
88,89,2022/05/02 14:34,28
89,90,2022/05/02 14:37,20
90,91,2022/05/02 14:48,35
91,92,2022/05/02 14:49,24
92,93,2022/05/02 14:52,24
93,93,2022/05/02 14:52,29
94,94,2022/05/02 14:54,24
95,95,2022/05/02 14:55,24
96,96,2022/05/02 15:02,26
97,97,2022/05/02 15:03,22
98,98,2022/05/02 15:05,31
99,99,2022/05/02 15:12,33
100,100,2022/05/02 15:18,23
101,101,2022/05/02 15:22,24
102,102,2022/05/02 15:22,17
103,103,2022/05/02 15:22,21
104,104,2022/05/02 15:28,22
105,105,2022/05/02 15:29,21
106,106,2022/05/02 15:32,24
107,107,2022/05/02 15:41,26
108,108,2022/05/02 15:48,20
109,109,2022/05/02 16:00,29
110,109,2022/05/02 16:00,34
111,110,2022/05/02 16:17,17
112,111,2022/05/02 16:18,25
113,112,2022/05/02 16:22,32
114,113,2022/05/02 16:29,24
115,114,2022/05/02 16:36,26
116,115,2022/05/02 16:39,30
117,116,2022/05/02 16:40,31
118,117,2022/05/02 16:43,28
119,118,2022/05/02 16:46,17
120,119,2022/05/02 16:51,28
121,120,2022/05/02 16:54,21
122,120,2022/05/02 16:54,29
123,121,2022/05/02 17:01,27
124,122,2022/05/02 17:14,25
125,123,2022/05/02 17:20,28
126,124,2022/05/02 17:29,33
127,125,2022/05/02 17:43,18
128,126,2022/05/02 17:44,22
129,127,2022/05/02 17:47,29
130,127,2022/05/02 17:47,29
131,128,2022/05/02 17:49,25
132,129,2022/05/02 17:58,25
133,130,2022/05/02 18:01,38
134,131,2022/05/02 18:05,26
135,132,2022/05/02 18:22,24
136,133,2022/05/02 18:26,29
137,134,2022/05/02 18:28,37
138,135,2022/05/02 18:28,30
139,136,2022/05/02 18:30,38
140,137,2022/05/02 18:35,19
141,138,2022/05/02 18:37,21
142,139,2022/05/02 18:41,17
143,140,2022/05/02 18:42,19
144,141,2022/05/02 18:44,35
145,142,2022/05/02 19:00,16
146,143,2022/05/02 19:00,26
147,144,2022/05/02 19:04,23
148,145,2022/05/02 19:33,31
149,146,2022/05/02 19:34,28
150,147,2022/05/02 19:37,28
151,148,2022/05/02 20:00,19
152,149,2022/05/02 20:07,22
153,150,2022/05/02 20:24,26
154,151,2022/05/02 20:25,30
155,152,2022/05/02 20:37,19
156,153,2022/05/02 20:40,22
157,154,2022/05/02 20:44,28
158,155,2022/05/02 20:58,30
159,156,2022/05/02 21:09,29
160,157,2022/05/02 21:35,31
161,158,2022/05/02 22:36,28
162,159,2022/05/02 23:40,26
163,160,2022/05/02 23:48,29
164,161,2022/05/03 00:05,31
165,162,2022/05/03 00:24,31
166,163,2022/05/03 03:56,37
167,164,2022/05/03 05:48,30
168,165,2022/05/03 05:56,26
169,166,2022/05/03 05:59,24
170,167,2022/05/03 06:18,27
171,167,2022/05/03 06:18,28
172,168,2022/05/03 06:22,30
173,169,2022/05/03 06:23,33
174,170,2022/05/03 06:37,26
175,171,2022/05/03 06:53,28
176,172,2022/05/03 06:56,26
177,173,2022/05/03 07:03,26
178,174,2022/05/03 07:04,23
179,175,2022/05/03 07:08,27
180,176,2022/05/03 07:21,23
181,177,2022/05/03 07:22,34
182,178,2022/05/03 07:23,29
183,179,2022/05/03 07:25,28
184,180,2022/05/03 07:26,21
185,181,2022/05/03 07:31,21
186,182,2022/05/03 07:32,28
187,183,2022/05/03 07:34,22
188,184,2022/05/03 07:39,25
189,185,2022/05/03 07:40,17
190,185,2022/05/03 07:40,21
191,186,2022/05/03 07:43,21
192,187,2022/05/03 07:45,27
193,187,2022/05/03 07:45,30
194,188,2022/05/03 07:56,24
195,189,2022/05/03 08:05,23
196,190,2022/05/03 08:06,25
197,191,2022/05/03 08:12,25
198,192,2022/05/03 08:21,29
199,193,2022/05/03 08:23,19
200,194,2022/05/03 08:34,13
201,195,2022/05/03 08:41,27
202,196,2022/05/03 08:42,23
203,197,2022/05/03 08:45,31
204,198,2022/05/03 08:54,17
205,199,2022/05/03 08:56,24
206,200,2022/05/03 08:57,25
207,201,2022/05/03 08:59,26
208,202,2022/05/03 09:02,26
209,203,2022/05/03 09:05,27
210,204,2022/05/03 09:08,24
211,205,2022/05/03 09:20,27
212,206,2022/05/03 09:25,26
213,207,2022/05/03 09:32,27
214,208,2022/05/03 09:35,24
215,209,2022/05/03 09:36,32
216,210,2022/05/03 09:38,30
217,211,2022/05/03 09:43,20
218,212,2022/05/03 09:48,16
219,213,2022/05/03 09:56,25
220,214,2022/05/03 10:00,29
221,215,2022/05/03 10:02,24
222,216,2022/05/03 10:12,24
223,217,2022/05/03 10:23,14
224,218,2022/05/03 10:24,18
225,219,2022/05/03 10:25,28
226,220,2022/05/03 10:27,35
227,221,2022/05/03 10:28,30
228,222,2022/05/03 10:30,19
229,222,2022/05/03 10:30,20
230,223,2022/05/03 10:35,19
231,224,2022/05/03 10:38,32
232,225,2022/05/03 10:40,34
233,226,2022/05/03 10:46,31
234,227,2022/05/03 10:52,22
235,228,2022/05/03 10:53,29
236,229,2022/05/03 10:58,14
237,230,2022/05/03 11:06,16
238,231,2022/05/03 11:07,23
239,232,2022/05/03 11:07,28
240,233,2022/05/03 11:10,20
241,234,2022/05/03 11:14,22
242,235,2022/05/03 11:18,26
243,236,2022/05/03 11:18,52
244,237,2022/05/03 11:19,24
245,238,2022/05/03 11:20,27
246,239,2022/05/03 11:22,24
247,240,2022/05/03 11:24,24
248,240,2022/05/03 11:24,27
249,241,2022/05/03 11:32,28
250,242,2022/05/03 11:38,21
251,243,2022/05/03 11:42,28
252,244,2022/05/03 11:43,29
253,245,2022/05/03 11:50,21
254,246,2022/05/03 11:52,32
255,247,2022/05/03 12:00,13
256,248,2022/05/03 12:01,12
257,249,2022/05/03 12:09,33
258,250,2022/05/03 12:13,19
259,251,2022/05/03 12:17,27
260,252,2022/05/03 12:31,29
261,253,2022/05/03 12:35,28
262,254,2022/05/03 12:35,23
263,255,2022/05/03 12:53,30
264,256,2022/05/03 12:56,27
265,257,2022/05/03 13:02,20
266,258,2022/05/03 13:04,28
267,259,2022/05/03 13:05,23
268,260,2022/05/03 13:10,35
269,261,2022/05/03 13:10,16
270,262,2022/05/03 13:13,38
271,263,2022/05/03 13:16,25
272,264,2022/05/03 13:44,18
273,265,2022/05/03 13:45,23
274,266,2022/05/03 13:47,26
275,267,2022/05/03 13:55,14
276,268,2022/05/03 13:59,23
277,269,2022/05/03 14:00,26
278,270,2022/05/03 14:08,28
279,271,2022/05/03 14:33,32
280,272,2022/05/03 14:34,29
281,273,2022/05/03 14:46,21
282,273,2022/05/03 14:46,24
283,274,2022/05/03 14:57,29
284,274,2022/05/03 14:57,30
285,275,2022/05/03 15:04,33
286,276,2022/05/03 15:06,23
287,277,2022/05/03 15:15,25
288,278,2022/05/03 15:19,27
289,279,2022/05/03 15:28,28
290,280,2022/05/03 15:32,20
291,281,2022/05/03 15:33,22
292,282,2022/05/03 15:35,26
293,283,2022/05/03 15:36,28
294,284,2022/05/03 15:40,28
295,285,2022/05/03 15:41,30
296,286,2022/05/03 15:44,26
297,287,2022/05/03 15:46,29
298,288,2022/05/03 15:54,24
299,289,2022/05/03 16:02,33
300,290,2022/05/03 16:04,29
301,291,2022/05/03 16:05,29
302,292,2022/05/03 16:08,34
303,293,2022/05/03 16:17,28
304,294,2022/05/03 16:26,24
305,295,2022/05/03 16:37,27
306,296,2022/05/03 16:38,32
307,297,2022/05/03 16:40,29
308,298,2022/05/03 16:48,25
309,299,2022/05/03 16:53,29
310,300,2022/05/03 16:55,19
311,300,2022/05/03 16:55,21
312,301,2022/05/03 16:57,22
313,302,2022/05/03 16:59,30
314,303,2022/05/03 17:00,32
315,304,2022/05/03 17:02,28
316,305,2022/05/03 17:04,27
317,306,2022/05/03 17:05,28
318,307,2022/05/03 17:05,19
319,308,2022/05/03 17:10,21
320,309,2022/05/03 17:11,22
321,310,2022/05/03 17:14,28
322,311,2022/05/03 17:17,28
323,312,2022/05/03 17:25,24
324,313,2022/05/03 17:29,29
325,314,2022/05/03 17:31,23
326,315,2022/05/03 17:42,21
327,316,2022/05/03 17:45,24
328,317,2022/05/03 17:46,32
329,318,2022/05/03 17:48,29
330,318,2022/05/03 17:48,32
331,319,2022/05/03 17:51,22
332,320,2022/05/03 17:52,21
333,321,2022/05/03 17:59,33
334,322,2022/05/03 18:00,30
335,323,2022/05/03 18:05,27
336,324,2022/05/03 18:05,26
337,325,2022/05/03 18:05,56
338,326,2022/05/03 18:10,30
339,327,2022/05/03 18:14,24
340,327,2022/05/03 18:14,26
341,328,2022/05/03 18:15,18
342,329,2022/05/03 18:16,19
343,330,2022/05/03 18:24,20
344,331,2022/05/03 18:25,23
345,332,2022/05/03 18:37,28
346,333,2022/05/03 18:47,24
347,334,2022/05/03 18:50,22
348,335,2022/05/03 18:58,21
349,336,2022/05/03 19:03,29
350,337,2022/05/03 19:05,21
351,338,2022/05/03 19:12,29
352,339,2022/05/03 19:17,16
353,340,2022/05/03 19:22,22
354,341,2022/05/03 19:24,29
355,342,2022/05/03 19:30,31
356,343,2022/05/03 19:32,32
357,344,2022/05/03 19:37,24
358,345,2022/05/03 19:38,26
359,346,2022/05/03 19:48,22
360,347,2022/05/03 19:51,32
361,348,2022/05/03 19:54,24
362,349,2022/05/03 20:16,27
363,350,2022/05/03 20:44,29
364,351,2022/05/03 20:46,27
365,352,2022/05/03 21:11,27
366,353,2022/05/03 21:23,30
367,354,2022/05/03 21:34,31
368,355,2022/05/03 22:10,21
369,356,2022/05/03 22:14,28
370,357,2022/05/03 22:16,31
371,358,2022/05/03 22:25,30
372,359,2022/05/04 00:17,27
373,360,2022/05/04 05:44,29
374,361,2022/05/04 05:48,24
375,362,2022/05/04 05:49,29
376,363,2022/05/04 06:17,30
377,363,2022/05/04 06:17,34
378,364,2022/05/04 06:21,25
379,365,2022/05/04 06:23,29
380,365,2022/05/04 06:23,31
381,366,2022/05/04 06:28,28
382,367,2022/05/04 06:34,30
383,368,2022/05/04 06:38,20
384,369,2022/05/04 06:50,21
385,370,2022/05/04 06:57,23
386,371,2022/05/04 07:00,21
387,372,2022/05/04 07:05,29
388,373,2022/05/04 07:18,29
389,374,2022/05/04 07:19,27
390,375,2022/05/04 07:20,29
391,376,2022/05/04 07:31,29
392,377,2022/05/04 07:32,25
393,378,2022/05/04 07:37,23
394,379,2022/05/04 07:42,34
395,380,2022/05/04 07:44,27
396,381,2022/05/04 07:49,22
397,381,2022/05/04 07:49,30
398,382,2022/05/04 07:50,26
399,383,2022/05/04 07:51,28
400,384,2022/05/04 07:57,22
401,385,2022/05/04 08:01,29
402,386,2022/05/04 08:02,23
403,387,2022/05/04 08:07,25
404,388,2022/05/04 08:10,10
405,389,2022/05/04 08:11,26
406,390,2022/05/04 08:16,27
407,391,2022/05/04 08:21,26
408,392,2022/05/04 08:25,21
409,393,2022/05/04 08:26,21
410,394,2022/05/04 08:40,26
411,395,2022/05/04 08:54,31
412,396,2022/05/04 08:57,32
413,397,2022/05/04 09:00,20
414,398,2022/05/04 09:02,25
415,399,2022/05/04 09:05,29
416,400,2022/05/04 09:29,23
417,401,2022/05/04 09:32,26
418,402,2022/05/04 09:35,20
419,403,2022/05/04 09:41,28
420,404,2022/05/04 09:41,18
421,405,2022/05/04 09:43,23
422,406,2022/05/04 09:55,23
423,407,2022/05/04 09:56,22
424,408,2022/05/04 10:00,26
425,409,2022/05/04 10:01,25
426,410,2022/05/04 10:02,24
427,411,2022/05/04 10:04,18
428,412,2022/05/04 10:16,26
429,413,2022/05/04 10:24,22
430,414,2022/05/04 10:26,25
431,415,2022/05/04 10:29,28
432,416,2022/05/04 10:33,28
433,417,2022/05/04 10:34,28
434,418,2022/05/04 10:50,25
435,419,2022/05/04 10:51,18
436,420,2022/05/04 10:57,28
437,421,2022/05/04 11:02,26
438,422,2022/05/04 11:13,24
439,423,2022/05/04 11:20,25
440,424,2022/05/04 11:29,26
441,425,2022/05/04 11:38,33
442,426,2022/05/04 11:40,36
443,427,2022/05/04 11:42,24
444,428,2022/05/04 11:44,17
445,429,2022/05/04 11:44,24
446,430,2022/05/04 11:45,26
447,431,2022/05/04 11:46,18
448,432,2022/05/04 11:48,26
449,433,2022/05/04 11:52,28
450,434,2022/05/04 11:56,29
451,435,2022/05/04 11:57,29
452,436,2022/05/04 12:04,21
453,437,2022/05/04 12:15,24
454,438,2022/05/04 12:21,26
455,439,2022/05/04 12:24,26
456,440,2022/05/04 12:31,18
457,441,2022/05/04 12:33,20
458,442,2022/05/04 12:40,27
459,443,2022/05/04 12:41,29
460,444,2022/05/04 12:42,23
461,445,2022/05/04 12:46,29
462,446,2022/05/04 12:47,38
463,447,2022/05/04 12:55,21
464,448,2022/05/04 13:00,33
465,449,2022/05/04 13:09,29
466,450,2022/05/04 13:11,30
467,451,2022/05/04 13:16,23
468,451,2022/05/04 13:16,27
469,452,2022/05/04 13:17,23
470,452,2022/05/04 13:17,27
471,453,2022/05/04 13:20,28
472,454,2022/05/04 13:27,22
473,455,2022/05/04 13:36,12
474,456,2022/05/04 13:37,28
475,457,2022/05/04 13:41,22
476,458,2022/05/04 13:53,24
477,459,2022/05/04 13:56,27
478,460,2022/05/04 13:58,29
479,461,2022/05/04 14:00,19
480,462,2022/05/04 14:01,24
481,463,2022/05/04 14:02,22
482,464,2022/05/04 14:09,26
483,465,2022/05/04 14:12,27
484,466,2022/05/04 14:17,33
485,467,2022/05/04 14:19,33
