record_number,date_time,recorded_speeds
4,2022/07/10 22:29,34
5,2022/07/10 22:35,39
6,2022/07/10 22:59,48
7,2022/07/10 23:01,31
8,2022/07/10 23:02,40
9,2022/07/10 23:15,43
10,2022/07/10 23:36,36
11,2022/07/10 23:43,39
12,2022/07/10 23:47,45
12,2022/07/10 23:47,47
13,2022/07/10 23:58,38
14,2022/07/11 00:00,46
15,2022/07/11 00:19,42
16,2022/07/11 00:39,39
17,2022/07/11 00:42,35
18,2022/07/11 01:02,40
19,2022/07/11 01:14,60
20,2022/07/11 01:17,45
21,2022/07/11 01:31,41
22,2022/07/11 01:35,53
23,2022/07/11 01:41,31
24,2022/07/11 01:55,58
25,2022/07/11 02:01,46
26,2022/07/11 02:04,32
27,2022/07/11 02:11,44
28,2022/07/11 02:20,36
29,2022/07/11 02:26,45
30,2022/07/11 02:55,41
31,2022/07/11 03:02,31
32,2022/07/11 03:09,49
33,2022/07/11 03:15,43
34,2022/07/11 03:18,44
35,2022/07/11 03:36,45
36,2022/07/11 03:42,41
37,2022/07/11 03:46,23
38,2022/07/11 03:55,49
39,2022/07/11 04:01,50
40,2022/07/11 04:02,45
40,2022/07/11 04:02,47
41,2022/07/11 04:03,39
42,2022/07/11 04:08,43
43,2022/07/11 04:15,49
44,2022/07/11 04:15,40
45,2022/07/11 04:16,35
46,2022/07/11 04:20,36
47,2022/07/11 04:24,54
48,2022/07/11 04:27,37
49,2022/07/11 04:28,53
50,2022/07/11 04:29,43
51,2022/07/11 04:31,36
52,2022/07/11 04:32,46
53,2022/07/11 04:33,57
54,2022/07/11 04:35,43
55,2022/07/11 04:35,50
56,2022/07/11 04:36,50
57,2022/07/11 04:38,44
58,2022/07/11 04:38,50
59,2022/07/11 04:40,48
59,2022/07/11 04:40,49
59,2022/07/11 04:40,49
60,2022/07/11 04:41,41
61,2022/07/11 04:42,33
62,2022/07/11 04:43,41
63,2022/07/11 04:43,50
64,2022/07/11 04:44,35
64,2022/07/11 04:44,39
65,2022/07/11 04:45,38
