,record_number,date_time,recorded_speeds
0,4,2022/07/05 18:10,43
1,5,2022/07/05 18:10,54
2,6,2022/07/05 18:11,54
3,6,2022/07/05 18:11,58
4,7,2022/07/05 18:13,42
5,7,2022/07/05 18:13,51
6,8,2022/07/05 18:14,49
7,9,2022/07/05 18:15,47
8,9,2022/07/05 18:15,47
9,10,2022/07/05 18:16,47
10,10,2022/07/05 18:16,50
11,10,2022/07/05 18:16,57
12,11,2022/07/05 18:18,53
13,12,2022/07/05 18:19,49
14,12,2022/07/05 18:19,55
15,13,2022/07/05 18:21,53
16,14,2022/07/05 18:22,54
17,15,2022/07/05 18:22,50
18,16,2022/07/05 18:23,50
19,17,2022/07/05 18:23,44
20,17,2022/07/05 18:23,49
21,18,2022/07/05 18:24,49
22,19,2022/07/05 18:26,44
23,19,2022/07/05 18:26,52
24,20,2022/07/05 18:27,49
25,21,2022/07/05 18:29,42
26,21,2022/07/05 18:29,48
27,22,2022/07/05 18:31,48
28,23,2022/07/05 18:34,54
29,24,2022/07/05 18:35,48
30,24,2022/07/05 18:35,48
31,24,2022/07/05 18:35,54
32,24,2022/07/05 18:35,54
33,25,2022/07/05 18:36,50
34,26,2022/07/05 18:37,51
35,26,2022/07/05 18:37,57
36,27,2022/07/05 18:38,55
37,28,2022/07/05 18:39,51
38,29,2022/07/05 18:41,46
39,30,2022/07/05 18:42,51
40,31,2022/07/05 18:43,46
41,31,2022/07/05 18:43,48
42,31,2022/07/05 18:43,50
43,32,2022/07/05 18:45,31
44,32,2022/07/05 18:45,55
45,33,2022/07/05 18:46,55
46,34,2022/07/05 18:47,52
47,34,2022/07/05 18:47,52
48,35,2022/07/05 18:49,42
49,36,2022/07/05 18:50,44
50,36,2022/07/05 18:50,47
51,37,2022/07/05 18:51,52
52,38,2022/07/05 18:51,39
53,38,2022/07/05 18:51,47
54,39,2022/07/05 18:52,50
55,40,2022/07/05 18:53,52
56,41,2022/07/05 18:54,42
57,42,2022/07/05 18:54,58
58,43,2022/07/05 18:56,50
59,44,2022/07/05 18:56,46
60,45,2022/07/05 18:58,39
61,45,2022/07/05 18:58,48
62,45,2022/07/05 18:58,49
63,45,2022/07/05 18:58,59
64,46,2022/07/05 18:59,49
65,47,2022/07/05 19:00,49
66,48,2022/07/05 19:01,42
67,49,2022/07/05 19:02,38
68,50,2022/07/05 19:02,49
69,51,2022/07/05 19:03,46
70,52,2022/07/05 19:05,42
71,52,2022/07/05 19:05,51
72,53,2022/07/05 19:06,52
73,54,2022/07/05 19:07,55
74,55,2022/07/05 19:08,46
75,56,2022/07/05 19:16,45
76,57,2022/07/05 19:17,49
77,57,2022/07/05 19:17,49
78,58,2022/07/05 19:20,49
79,59,2022/07/05 19:21,52
80,60,2022/07/05 19:22,45
81,61,2022/07/05 19:24,43
82,62,2022/07/05 19:25,43
83,62,2022/07/05 19:25,50
84,63,2022/07/05 19:27,46
85,64,2022/07/05 19:28,45
86,65,2022/07/05 19:29,48
87,66,2022/07/05 19:30,45
88,67,2022/07/05 19:32,46
89,68,2022/07/05 19:33,48
90,69,2022/07/05 19:36,58
91,70,2022/07/05 19:37,49
92,71,2022/07/05 19:40,46
93,72,2022/07/05 19:43,51
94,73,2022/07/05 19:44,42
95,74,2022/07/05 19:47,47
96,75,2022/07/05 19:48,49
97,76,2022/07/05 19:49,67
98,77,2022/07/05 19:50,48
99,78,2022/07/05 19:55,54
100,79,2022/07/05 19:56,41
101,80,2022/07/05 19:57,36
102,81,2022/07/05 19:58,47
103,82,2022/07/05 19:59,49
104,83,2022/07/05 20:03,44
105,84,2022/07/05 20:04,47
106,84,2022/07/05 20:04,54
107,85,2022/07/05 20:05,46
108,85,2022/07/05 20:05,49
109,86,2022/07/05 20:05,43
110,87,2022/07/05 20:06,36
111,88,2022/07/05 20:07,44
112,89,2022/07/05 20:09,33
113,89,2022/07/05 20:09,49
114,90,2022/07/05 20:10,62
115,91,2022/07/05 20:11,53
116,92,2022/07/05 20:14,42
117,93,2022/07/05 20:16,41
118,94,2022/07/05 20:22,55
119,95,2022/07/05 20:23,34
120,96,2022/07/05 20:23,57
121,97,2022/07/05 20:28,64
122,98,2022/07/05 20:29,48
123,99,2022/07/05 20:32,51
124,100,2022/07/05 20:34,49
125,101,2022/07/05 20:46,53
126,102,2022/07/05 20:49,52
127,103,2022/07/05 20:52,40
128,103,2022/07/05 20:52,50
129,104,2022/07/05 20:53,46
130,105,2022/07/05 20:55,49
131,106,2022/07/05 20:57,46
132,107,2022/07/05 20:58,41
133,107,2022/07/05 20:58,45
134,108,2022/07/05 21:01,48
135,109,2022/07/05 21:02,49
136,109,2022/07/05 21:02,52
137,110,2022/07/05 21:07,45
138,111,2022/07/05 21:08,49
139,112,2022/07/05 21:11,52
140,113,2022/07/05 21:16,48
141,114,2022/07/05 21:16,43
142,115,2022/07/05 21:17,54
143,115,2022/07/05 21:17,55
144,116,2022/07/05 21:18,40
145,116,2022/07/05 21:18,47
146,116,2022/07/05 21:18,49
147,117,2022/07/05 21:19,40
148,118,2022/07/05 21:21,37
149,119,2022/07/05 21:23,51
150,120,2022/07/05 21:25,52
151,121,2022/07/05 21:30,59
152,122,2022/07/05 21:31,42
153,123,2022/07/05 21:31,51
