,record_number,date_time,recorded_speeds
0,4,2022/07/06 19:32,48
1,5,2022/07/06 19:38,39
2,6,2022/07/06 19:41,42
3,7,2022/07/06 19:43,41
4,7,2022/07/06 19:43,43
5,7,2022/07/06 19:43,50
6,8,2022/07/06 19:44,51
7,8,2022/07/06 19:44,54
8,9,2022/07/06 19:45,37
9,9,2022/07/06 19:45,37
10,10,2022/07/06 19:45,41
11,11,2022/07/06 19:55,46
12,12,2022/07/06 19:58,47
13,13,2022/07/06 20:00,40
14,13,2022/07/06 20:00,46
15,14,2022/07/06 20:01,48
16,15,2022/07/06 20:02,44
17,15,2022/07/06 20:02,44
18,16,2022/07/06 20:03,44
19,16,2022/07/06 20:03,46
20,17,2022/07/06 20:05,39
21,17,2022/07/06 20:05,41
22,18,2022/07/06 20:06,40
23,18,2022/07/06 20:06,59
24,19,2022/07/06 20:06,49
25,20,2022/07/06 20:08,44
26,21,2022/07/06 20:10,35
27,21,2022/07/06 20:10,39
28,21,2022/07/06 20:10,45
29,22,2022/07/06 20:11,40
30,23,2022/07/06 20:13,48
31,24,2022/07/06 20:14,38
32,25,2022/07/06 20:18,43
33,26,2022/07/06 20:21,30
34,27,2022/07/06 20:21,47
35,28,2022/07/06 20:23,45
36,28,2022/07/06 20:23,51
37,29,2022/07/06 20:24,46
38,30,2022/07/06 20:31,45
39,31,2022/07/06 20:32,50
40,32,2022/07/06 20:33,46
41,33,2022/07/06 20:35,36
42,34,2022/07/06 20:35,44
43,35,2022/07/06 20:37,34
44,36,2022/07/06 20:40,48
45,37,2022/07/06 20:41,41
46,38,2022/07/06 20:42,40
47,39,2022/07/06 20:46,45
48,39,2022/07/06 20:46,47
49,40,2022/07/06 20:47,32
50,41,2022/07/06 20:48,45
51,42,2022/07/06 20:49,37
52,43,2022/07/06 20:54,46
53,44,2022/07/06 20:55,42
54,45,2022/07/06 20:56,47
55,46,2022/07/06 21:00,43
56,47,2022/07/06 21:01,44
57,48,2022/07/06 21:10,38
58,49,2022/07/06 21:12,40
59,50,2022/07/06 21:16,42
60,51,2022/07/06 21:17,42
61,52,2022/07/06 21:18,41
62,52,2022/07/06 21:18,45
63,53,2022/07/06 21:19,49
64,54,2022/07/06 21:20,33
65,54,2022/07/06 21:20,45
66,55,2022/07/06 21:23,39
67,56,2022/07/06 21:24,46
68,56,2022/07/06 21:24,49
69,57,2022/07/06 21:26,31
70,58,2022/07/06 21:32,38
71,59,2022/07/06 21:34,33
72,60,2022/07/06 21:35,46
73,61,2022/07/06 21:36,41
74,62,2022/07/06 21:38,47
75,63,2022/07/06 21:39,47
76,63,2022/07/06 21:39,49
77,64,2022/07/06 21:40,44
78,65,2022/07/06 21:43,39
79,66,2022/07/06 21:53,35
80,67,2022/07/06 21:56,43
81,67,2022/07/06 21:56,44
82,68,2022/07/06 21:58,36
83,69,2022/07/06 22:09,39
84,70,2022/07/06 22:13,45
85,70,2022/07/06 22:13,53
86,71,2022/07/06 22:15,46
87,72,2022/07/06 22:17,51
88,73,2022/07/06 22:24,43
89,74,2022/07/06 22:30,42
90,75,2022/07/06 22:37,41
91,76,2022/07/06 22:37,25
92,77,2022/07/06 22:43,39
93,78,2022/07/06 23:23,46
94,79,2022/07/06 23:26,40
95,80,2022/07/06 23:31,42
96,81,2022/07/06 23:54,47
