record_number,date_time,recorded_speeds
4,2022/07/08 00:41,41
5,2022/07/08 00:45,47
6,2022/07/08 01:05,44
7,2022/07/08 01:14,53
8,2022/07/08 01:27,47
9,2022/07/08 01:48,23
10,2022/07/08 02:07,44
11,2022/07/08 02:46,35
12,2022/07/08 02:53,46
13,2022/07/08 03:06,57
14,2022/07/08 03:07,51
15,2022/07/08 03:14,47
16,2022/07/08 03:18,49
17,2022/07/08 03:39,50
18,2022/07/08 03:45,43
19,2022/07/08 04:02,45
19,2022/07/08 04:02,51
20,2022/07/08 04:03,47
21,2022/07/08 04:13,47
22,2022/07/08 04:16,49
23,2022/07/08 04:18,40
24,2022/07/08 04:18,42
25,2022/07/08 04:19,44
26,2022/07/08 04:23,48
27,2022/07/08 04:24,53
28,2022/07/08 04:25,50
28,2022/07/08 04:25,59
29,2022/07/08 04:26,48
30,2022/07/08 04:28,45
31,2022/07/08 04:29,44
32,2022/07/08 04:31,41
32,2022/07/08 04:31,58
33,2022/07/08 04:32,37
34,2022/07/08 04:34,46
35,2022/07/08 04:35,51
36,2022/07/08 04:36,37
37,2022/07/08 04:37,25
38,2022/07/08 04:38,42
39,2022/07/08 04:38,40
40,2022/07/08 04:41,41
40,2022/07/08 04:41,49
41,2022/07/08 04:42,49
42,2022/07/08 04:42,52
43,2022/07/08 04:45,39
43,2022/07/08 04:45,52
44,2022/07/08 04:46,48
45,2022/07/08 04:47,41
46,2022/07/08 04:48,50
46,2022/07/08 04:48,51
46,2022/07/08 04:48,52
47,2022/07/08 04:49,48
48,2022/07/08 04:50,47
49,2022/07/08 04:51,37
49,2022/07/08 04:51,44
49,2022/07/08 04:51,57
50,2022/07/08 04:52,44
51,2022/07/08 04:53,40
51,2022/07/08 04:53,44
51,2022/07/08 04:53,46
51,2022/07/08 04:53,52
52,2022/07/08 04:54,52
53,2022/07/08 04:56,48
54,2022/07/08 04:57,38
55,2022/07/08 04:57,33
55,2022/07/08 04:57,54
56,2022/07/08 04:59,45
56,2022/07/08 04:59,46
56,2022/07/08 04:59,57
57,2022/07/08 05:00,35
58,2022/07/08 05:00,49
59,2022/07/08 05:01,39
59,2022/07/08 05:01,47
60,2022/07/08 05:02,35
61,2022/07/08 05:02,39
62,2022/07/08 05:03,41
62,2022/07/08 05:03,41
62,2022/07/08 05:03,41
63,2022/07/08 05:05,40
63,2022/07/08 05:05,41
63,2022/07/08 05:05,44
63,2022/07/08 05:05,46
64,2022/07/08 05:07,50
65,2022/07/08 05:07,44
66,2022/07/08 05:08,37
67,2022/07/08 05:09,42
68,2022/07/08 05:09,49
69,2022/07/08 05:09,44
70,2022/07/08 05:10,42
70,2022/07/08 05:10,50
70,2022/07/08 05:10,51
71,2022/07/08 05:11,41
72,2022/07/08 05:11,45
73,2022/07/08 05:12,45
74,2022/07/08 05:13,58
75,2022/07/08 05:14,39
75,2022/07/08 05:14,53
76,2022/07/08 05:15,51
77,2022/07/08 05:16,45
78,2022/07/08 05:16,43
79,2022/07/08 05:17,38
79,2022/07/08 05:17,42
79,2022/07/08 05:17,46
79,2022/07/08 05:17,48
79,2022/07/08 05:17,49
80,2022/07/08 05:18,48
80,2022/07/08 05:18,49
81,2022/07/08 05:18,44
82,2022/07/08 05:19,50
83,2022/07/08 05:20,39
84,2022/07/08 05:20,41
84,2022/07/08 05:20,44
84,2022/07/08 05:20,45
84,2022/07/08 05:20,54
85,2022/07/08 05:21,42
86,2022/07/08 05:23,40
