,record_number,date_time,recorded_speeds
1,1,2022/07/05 00:05,45
2,2,2022/07/05 00:11,45
3,3,2022/07/05 00:16,50
4,4,2022/07/05 00:17,41
5,5,2022/07/05 00:19,51
6,6,2022/07/05 00:25,40
7,7,2022/07/05 00:39,45
8,8,2022/07/05 00:43,50
9,9,2022/07/05 00:44,46
10,10,2022/07/05 00:45,42
11,11,2022/07/05 00:48,54
12,12,2022/07/05 03:09,44
13,13,2022/07/05 03:23,46
14,14,2022/07/05 03:29,49
15,15,2022/07/05 03:35,37
16,16,2022/07/05 03:44,51
17,17,2022/07/05 03:50,60
18,18,2022/07/05 03:52,56
19,19,2022/07/05 03:53,48
20,20,2022/07/05 03:58,50
21,21,2022/07/05 04:04,38
22,22,2022/07/05 04:05,56
23,23,2022/07/05 04:08,52
24,24,2022/07/05 04:21,46
25,25,2022/07/05 04:21,51
26,26,2022/07/05 04:29,54
27,27,2022/07/05 04:33,50
28,28,2022/07/05 04:35,41
29,29,2022/07/05 04:40,52
30,30,2022/07/05 04:42,42
31,31,2022/07/05 04:44,40
32,32,2022/07/05 04:45,53
33,33,2022/07/05 04:46,52
34,34,2022/07/05 04:49,54
35,35,2022/07/05 04:49,58
36,36,2022/07/05 04:50,45
37,37,2022/07/05 04:51,51
38,38,2022/07/05 04:52,41
39,39,2022/07/05 04:56,45
40,40,2022/07/05 04:56,46
41,41,2022/07/05 04:57,46
42,42,2022/07/05 04:57,46
43,43,2022/07/05 04:58,44
44,44,2022/07/05 04:59,51
45,45,2022/07/05 05:00,47
46,46,2022/07/05 05:01,49
47,47,2022/07/05 05:01,46
48,48,2022/07/05 05:01,55
49,49,2022/07/05 05:07,44
50,50,2022/07/05 05:07,50
51,51,2022/07/05 05:08,48
52,52,2022/07/05 05:11,54
53,53,2022/07/05 05:15,50
54,54,2022/07/05 05:15,60
55,55,2022/07/05 05:16,43
56,56,2022/07/05 05:17,49
57,57,2022/07/05 05:19,52
58,58,2022/07/05 05:19,39
59,59,2022/07/05 05:21,54
60,60,2022/07/05 05:21,64
61,61,2022/07/05 05:24,55
62,62,2022/07/05 05:24,37
63,63,2022/07/05 05:24,56
64,64,2022/07/05 05:25,51
65,65,2022/07/05 05:27,41
66,66,2022/07/05 05:27,48
67,67,2022/07/05 05:29,49
68,68,2022/07/05 05:30,41
69,69,2022/07/05 05:32,57
70,70,2022/07/05 05:32,59
71,71,2022/07/05 05:33,44
72,72,2022/07/05 05:33,57
73,73,2022/07/05 05:34,56
74,74,2022/07/05 05:34,57
75,75,2022/07/05 05:34,42
76,76,2022/07/05 05:35,44
77,77,2022/07/05 05:37,39
78,78,2022/07/05 05:38,52
79,79,2022/07/05 05:38,61
80,80,2022/07/05 05:39,54
81,81,2022/07/05 05:39,54
82,82,2022/07/05 05:42,53
83,83,2022/07/05 05:43,56
84,84,2022/07/05 05:43,35
85,85,2022/07/05 05:45,55
86,86,2022/07/05 05:46,62
87,87,2022/07/05 05:47,48
88,88,2022/07/05 05:47,45
89,89,2022/07/05 05:48,53
90,90,2022/07/05 05:48,57
91,91,2022/07/05 05:49,77
92,92,2022/07/05 05:49,42
93,93,2022/07/05 05:49,52
94,94,2022/07/05 05:50,38
95,95,2022/07/05 05:52,55
96,96,2022/07/05 05:53,55
97,97,2022/07/05 05:53,47
98,98,2022/07/05 05:53,52
99,99,2022/07/05 05:53,54
100,100,2022/07/05 05:54,45
101,101,2022/07/05 05:56,39
102,102,2022/07/05 05:56,47
103,103,2022/07/05 05:56,48
104,104,2022/07/05 05:57,57
105,105,2022/07/05 05:57,48
106,106,2022/07/05 05:57,53
107,107,2022/07/05 05:58,37
108,108,2022/07/05 05:58,51
109,109,2022/07/05 05:58,51
110,110,2022/07/05 05:59,54
111,111,2022/07/05 05:59,59
112,112,2022/07/05 06:01,62
113,113,2022/07/05 06:02,48
114,114,2022/07/05 06:02,50
115,115,2022/07/05 06:02,45
116,116,2022/07/05 06:04,46
117,117,2022/07/05 06:04,55
118,118,2022/07/05 06:05,41
119,119,2022/07/05 06:06,45
