,record_number,date_time,recorded_speeds
0,4,2022/07/03 22:09,42
1,4,2022/07/03 22:09,42
2,5,2022/07/03 22:12,48
3,6,2022/07/03 22:13,47
4,6,2022/07/03 22:13,50
5,7,2022/07/03 22:18,44
6,8,2022/07/03 22:19,42
7,9,2022/07/03 22:22,57
8,10,2022/07/03 22:22,72
9,11,2022/07/03 22:24,43
10,12,2022/07/03 22:26,51
11,13,2022/07/03 22:26,53
12,14,2022/07/03 22:28,42
13,14,2022/07/03 22:28,58
14,15,2022/07/03 22:30,59
15,16,2022/07/03 22:32,50
16,17,2022/07/03 22:33,45
17,17,2022/07/03 22:33,51
18,18,2022/07/03 22:38,56
19,19,2022/07/03 22:48,49
20,20,2022/07/03 22:48,58
21,21,2022/07/03 22:50,45
22,21,2022/07/03 22:50,51
23,22,2022/07/03 22:52,43
24,23,2022/07/03 22:54,54
25,24,2022/07/03 22:55,53
26,25,2022/07/03 22:57,46
27,26,2022/07/03 23:03,53
28,27,2022/07/03 23:04,45
29,28,2022/07/03 23:04,55
30,29,2022/07/03 23:07,56
31,30,2022/07/03 23:08,50
32,31,2022/07/03 23:10,39
33,32,2022/07/03 23:10,56
34,33,2022/07/03 23:11,42
35,34,2022/07/03 23:13,46
36,35,2022/07/03 23:19,53
37,36,2022/07/03 23:20,48
38,37,2022/07/03 23:28,42
39,38,2022/07/03 23:33,41
40,39,2022/07/03 23:39,51
41,40,2022/07/03 23:43,50
42,41,2022/07/03 23:46,54
43,42,2022/07/03 23:46,48
44,43,2022/07/03 23:50,50
45,44,2022/07/03 23:56,59
46,45,2022/07/03 23:58,50
47,46,2022/07/04 00:00,43
48,47,2022/07/04 00:01,44
49,48,2022/07/04 00:03,43
50,49,2022/07/04 00:13,59
51,49,2022/07/04 00:13,71
52,50,2022/07/04 00:18,42
53,51,2022/07/04 00:21,42
54,52,2022/07/04 00:48,48
55,53,2022/07/04 00:51,41
56,54,2022/07/04 00:51,59
57,55,2022/07/04 00:55,45
58,56,2022/07/04 00:57,43
59,57,2022/07/04 00:58,44
60,58,2022/07/04 01:00,31
61,59,2022/07/04 01:01,55
62,60,2022/07/04 01:06,41
63,61,2022/07/04 01:30,27
64,62,2022/07/04 01:31,42
65,63,2022/07/04 02:06,36
66,64,2022/07/04 02:07,44
67,65,2022/07/04 02:09,46
68,66,2022/07/04 02:12,48
69,67,2022/07/04 02:31,49
70,68,2022/07/04 03:23,45
71,69,2022/07/04 03:32,53
72,70,2022/07/04 03:52,60
73,71,2022/07/04 04:01,53
74,72,2022/07/04 04:10,43
75,73,2022/07/04 04:14,55
76,74,2022/07/04 04:22,56
77,75,2022/07/04 04:37,29
78,76,2022/07/04 04:51,44
79,77,2022/07/04 04:57,41
80,78,2022/07/04 05:00,49
81,79,2022/07/04 05:12,49
82,80,2022/07/04 05:21,43
83,81,2022/07/04 05:26,42
84,82,2022/07/04 05:34,49
85,83,2022/07/04 05:43,44
86,84,2022/07/04 05:46,59
87,85,2022/07/04 05:50,43
88,86,2022/07/04 05:52,42
89,87,2022/07/04 05:57,44
90,88,2022/07/04 06:01,54
91,89,2022/07/04 06:11,55
92,90,2022/07/04 06:12,55
93,91,2022/07/04 06:15,61
94,92,2022/07/04 06:23,45
95,93,2022/07/04 06:25,58
96,94,2022/07/04 06:25,65
97,95,2022/07/04 06:27,55
98,96,2022/07/04 06:32,51
99,97,2022/07/04 06:36,46
100,98,2022/07/04 06:42,50
101,99,2022/07/04 06:43,49
102,100,2022/07/04 06:52,54
103,101,2022/07/04 06:54,52
104,102,2022/07/04 06:59,46
105,103,2022/07/04 07:09,46
106,104,2022/07/04 07:09,49
107,105,2022/07/04 07:14,46
108,106,2022/07/04 07:24,59
109,107,2022/07/04 07:25,53
110,108,2022/07/04 07:26,42
111,109,2022/07/04 07:31,48
112,110,2022/07/04 07:37,43
113,111,2022/07/04 07:42,50
114,112,2022/07/04 07:48,55
115,113,2022/07/04 07:50,42
116,114,2022/07/04 07:53,62
117,115,2022/07/04 07:54,47
118,116,2022/07/04 07:58,43
119,117,2022/07/04 08:01,52
120,118,2022/07/04 08:04,54
121,119,2022/07/04 08:18,49
122,120,2022/07/04 08:21,53
123,121,2022/07/04 08:28,44
124,122,2022/07/04 08:32,43
125,123,2022/07/04 08:33,50
126,124,2022/07/04 08:35,46
127,125,2022/07/04 08:35,40
128,125,2022/07/04 08:35,51
129,126,2022/07/04 08:36,48
130,127,2022/07/04 08:41,49
131,128,2022/07/04 08:43,56
132,129,2022/07/04 08:49,30
133,130,2022/07/04 08:51,44
134,131,2022/07/04 08:55,45
135,131,2022/07/04 08:55,47
136,132,2022/07/04 08:56,49
137,133,2022/07/04 08:56,50
138,134,2022/07/04 09:04,60
139,135,2022/07/04 09:07,45
140,136,2022/07/04 09:11,43
141,137,2022/07/04 09:17,56
