,record_number,date_time,recorded_speeds
0,4,2022/07/07 15:36,41
1,5,2022/07/07 15:38,43
2,6,2022/07/07 15:39,50
3,7,2022/07/07 15:40,31
4,8,2022/07/07 15:42,46
5,9,2022/07/07 15:42,45
6,10,2022/07/07 15:43,34
7,10,2022/07/07 15:43,41
8,11,2022/07/07 15:44,44
9,12,2022/07/07 15:45,41
10,12,2022/07/07 15:45,47
11,12,2022/07/07 15:45,49
12,13,2022/07/07 15:46,43
13,14,2022/07/07 15:48,47
14,15,2022/07/07 15:48,54
15,16,2022/07/07 15:49,42
16,17,2022/07/07 15:50,39
17,17,2022/07/07 15:50,43
18,18,2022/07/07 15:50,49
19,19,2022/07/07 15:52,36
20,20,2022/07/07 15:53,48
21,21,2022/07/07 15:53,39
22,22,2022/07/07 15:54,41
23,22,2022/07/07 15:54,47
24,23,2022/07/07 15:56,40
25,23,2022/07/07 15:56,43
26,23,2022/07/07 15:56,46
27,24,2022/07/07 15:59,38
28,24,2022/07/07 15:59,40
29,25,2022/07/07 16:00,52
30,26,2022/07/07 16:01,36
31,27,2022/07/07 16:02,34
32,27,2022/07/07 16:02,38
33,28,2022/07/07 16:03,42
34,28,2022/07/07 16:03,42
35,29,2022/07/07 16:04,26
36,30,2022/07/07 16:05,40
37,30,2022/07/07 16:05,48
38,30,2022/07/07 16:05,54
39,31,2022/07/07 16:06,34
40,32,2022/07/07 16:06,39
41,33,2022/07/07 16:06,36
42,34,2022/07/07 16:07,44
43,35,2022/07/07 16:07,50
44,36,2022/07/07 16:09,18
45,36,2022/07/07 16:09,40
46,37,2022/07/07 16:10,33
47,38,2022/07/07 16:10,37
48,39,2022/07/07 16:12,36
49,39,2022/07/07 16:12,37
50,40,2022/07/07 16:13,39
51,40,2022/07/07 16:13,46
52,41,2022/07/07 16:16,48
53,41,2022/07/07 16:16,53
54,42,2022/07/07 16:16,46
55,43,2022/07/07 16:16,37
56,44,2022/07/07 16:17,41
57,44,2022/07/07 16:17,47
58,45,2022/07/07 16:18,41
59,45,2022/07/07 16:18,42
60,46,2022/07/07 16:18,51
61,47,2022/07/07 16:18,41
62,48,2022/07/07 16:19,40
63,48,2022/07/07 16:19,43
64,49,2022/07/07 16:19,42
65,49,2022/07/07 16:19,45
66,50,2022/07/07 16:20,38
67,51,2022/07/07 16:23,38
68,51,2022/07/07 16:23,48
69,52,2022/07/07 16:23,44
70,53,2022/07/07 16:24,33
71,53,2022/07/07 16:24,43
72,53,2022/07/07 16:24,54
73,54,2022/07/07 16:25,36
74,54,2022/07/07 16:25,41
75,55,2022/07/07 16:25,46
76,56,2022/07/07 16:26,47
77,57,2022/07/07 16:26,42
78,57,2022/07/07 16:26,47
79,58,2022/07/07 16:27,34
80,58,2022/07/07 16:27,39
81,58,2022/07/07 16:27,42
82,58,2022/07/07 16:27,50
83,59,2022/07/07 16:28,44
84,60,2022/07/07 16:29,42
85,61,2022/07/07 16:30,52
86,62,2022/07/07 16:31,27
87,62,2022/07/07 16:31,51
88,63,2022/07/07 16:34,45
89,63,2022/07/07 16:34,45
90,63,2022/07/07 16:34,47
91,64,2022/07/07 16:34,43
92,65,2022/07/07 16:36,42
93,66,2022/07/07 16:37,40
94,66,2022/07/07 16:37,41
95,67,2022/07/07 16:38,52
96,68,2022/07/07 16:39,37
97,68,2022/07/07 16:39,41
98,68,2022/07/07 16:39,46
99,69,2022/07/07 16:39,37
100,70,2022/07/07 16:40,38
101,70,2022/07/07 16:40,40
102,70,2022/07/07 16:40,47
103,71,2022/07/07 16:40,41
104,72,2022/07/07 16:41,45
105,73,2022/07/07 16:41,56
106,74,2022/07/07 16:42,46
107,74,2022/07/07 16:42,46
108,75,2022/07/07 16:43,52
109,76,2022/07/07 16:44,42
110,76,2022/07/07 16:44,43
111,76,2022/07/07 16:44,46
112,76,2022/07/07 16:44,48
113,77,2022/07/07 16:45,49
114,78,2022/07/07 16:45,49
115,79,2022/07/07 16:46,26
116,79,2022/07/07 16:46,37
117,79,2022/07/07 16:46,42
118,80,2022/07/07 16:48,42
119,80,2022/07/07 16:48,42
120,80,2022/07/07 16:48,50
121,81,2022/07/07 16:50,46
