,record_number,date_time,recorded_speeds
0,4,2022/07/04 23:54,50
1,5,2022/07/05 00:05,45
2,6,2022/07/05 00:11,45
3,7,2022/07/05 00:16,50
4,8,2022/07/05 00:17,41
5,9,2022/07/05 00:19,51
6,10,2022/07/05 00:25,40
7,11,2022/07/05 00:39,45
8,12,2022/07/05 00:43,50
9,13,2022/07/05 00:44,46
10,14,2022/07/05 00:45,42
11,15,2022/07/05 00:48,54
12,16,2022/07/05 03:09,44
13,17,2022/07/05 03:23,46
14,18,2022/07/05 03:29,49
15,19,2022/07/05 03:35,37
16,20,2022/07/05 03:44,51
17,21,2022/07/05 03:50,60
18,22,2022/07/05 03:52,56
19,23,2022/07/05 03:53,48
20,24,2022/07/05 03:58,50
21,25,2022/07/05 04:04,38
22,26,2022/07/05 04:05,56
23,27,2022/07/05 04:08,52
24,28,2022/07/05 04:21,46
25,28,2022/07/05 04:21,51
26,29,2022/07/05 04:29,54
27,30,2022/07/05 04:33,50
28,31,2022/07/05 04:35,41
29,32,2022/07/05 04:40,52
30,33,2022/07/05 04:42,42
31,34,2022/07/05 04:44,40
32,35,2022/07/05 04:45,53
33,36,2022/07/05 04:46,52
34,37,2022/07/05 04:49,54
35,37,2022/07/05 04:49,58
36,38,2022/07/05 04:50,45
37,39,2022/07/05 04:51,51
38,40,2022/07/05 04:52,41
39,41,2022/07/05 04:56,45
40,42,2022/07/05 04:56,46
41,43,2022/07/05 04:57,46
42,44,2022/07/05 04:57,46
43,45,2022/07/05 04:58,44
44,46,2022/07/05 04:59,51
45,47,2022/07/05 05:00,47
46,48,2022/07/05 05:01,49
47,49,2022/07/05 05:01,46
48,49,2022/07/05 05:01,55
49,50,2022/07/05 05:07,44
50,50,2022/07/05 05:07,50
51,51,2022/07/05 05:08,48
52,52,2022/07/05 05:11,54
53,53,2022/07/05 05:15,50
54,54,2022/07/05 05:15,60
55,55,2022/07/05 05:16,43
56,56,2022/07/05 05:17,49
57,57,2022/07/05 05:19,52
58,58,2022/07/05 05:19,39
59,59,2022/07/05 05:21,54
60,59,2022/07/05 05:21,64
61,60,2022/07/05 05:24,55
62,61,2022/07/05 05:24,37
63,61,2022/07/05 05:24,56
64,62,2022/07/05 05:25,51
65,63,2022/07/05 05:27,41
66,63,2022/07/05 05:27,48
67,64,2022/07/05 05:29,49
68,65,2022/07/05 05:30,41
69,66,2022/07/05 05:32,57
70,67,2022/07/05 05:32,59
71,68,2022/07/05 05:33,44
72,69,2022/07/05 05:33,57
73,70,2022/07/05 05:34,56
74,70,2022/07/05 05:34,57
75,71,2022/07/05 05:34,42
76,72,2022/07/05 05:35,44
77,73,2022/07/05 05:37,39
78,74,2022/07/05 05:38,52
79,75,2022/07/05 05:38,61
80,76,2022/07/05 05:39,54
81,77,2022/07/05 05:39,54
82,78,2022/07/05 05:42,53
83,79,2022/07/05 05:43,56
84,80,2022/07/05 05:43,35
85,81,2022/07/05 05:45,55
86,82,2022/07/05 05:46,62
87,83,2022/07/05 05:47,48
88,84,2022/07/05 05:47,45
89,85,2022/07/05 05:48,53
90,86,2022/07/05 05:48,57
91,87,2022/07/05 05:49,77
92,88,2022/07/05 05:49,42
93,89,2022/07/05 05:49,52
94,90,2022/07/05 05:50,38
95,91,2022/07/05 05:52,55
96,92,2022/07/05 05:53,55
97,93,2022/07/05 05:53,47
98,93,2022/07/05 05:53,52
99,93,2022/07/05 05:53,54
100,94,2022/07/05 05:54,45
101,95,2022/07/05 05:56,39
102,95,2022/07/05 05:56,47
103,95,2022/07/05 05:56,48
104,96,2022/07/05 05:57,57
105,97,2022/07/05 05:57,48
106,97,2022/07/05 05:57,53
107,98,2022/07/05 05:58,37
108,98,2022/07/05 05:58,51
109,98,2022/07/05 05:58,51
110,99,2022/07/05 05:59,54
111,100,2022/07/05 05:59,59
112,101,2022/07/05 06:01,62
113,102,2022/07/05 06:02,48
114,102,2022/07/05 06:02,50
115,103,2022/07/05 06:02,45
116,104,2022/07/05 06:04,46
117,104,2022/07/05 06:04,55
118,105,2022/07/05 06:05,41
119,106,2022/07/05 06:06,45
120,107,2022/07/05 06:07,54
121,108,2022/07/05 06:07,57
122,109,2022/07/05 06:08,51
123,110,2022/07/05 06:09,59
124,111,2022/07/05 06:09,43
125,112,2022/07/05 06:10,47
126,113,2022/07/05 06:10,53
127,114,2022/07/05 06:11,48
128,115,2022/07/05 06:11,61
129,116,2022/07/05 06:14,44
130,116,2022/07/05 06:14,56
131,117,2022/07/05 06:17,54
132,118,2022/07/05 06:18,49
133,119,2022/07/05 06:18,41
134,119,2022/07/05 06:18,45
135,120,2022/07/05 06:19,55
136,121,2022/07/05 06:19,50
137,121,2022/07/05 06:19,52
138,122,2022/07/05 06:20,56
139,123,2022/07/05 06:20,54
140,124,2022/07/05 06:21,43
141,125,2022/07/05 06:23,54
142,126,2022/07/05 06:23,61
143,127,2022/07/05 06:23,56
144,128,2022/07/05 06:24,38
145,129,2022/07/05 06:25,44
146,130,2022/07/05 06:26,57
147,131,2022/07/05 06:27,44
148,132,2022/07/05 06:27,44
149,132,2022/07/05 06:27,50
150,132,2022/07/05 06:27,51
151,133,2022/07/05 06:28,44
152,134,2022/07/05 06:31,37
153,135,2022/07/05 06:31,46
154,136,2022/07/05 06:31,38
155,137,2022/07/05 06:32,52
156,138,2022/07/05 06:32,59
157,139,2022/07/05 06:33,58
158,140,2022/07/05 06:34,52
159,141,2022/07/05 06:34,41
160,142,2022/07/05 06:34,41
161,143,2022/07/05 06:35,46
